protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,selected_path,final_cached_path,weak_link_shadowing_db,weak_edge,route_discovery_attempts,selected_confidence,final_cached_confidence,candidate_count,short_candidate_seen,long_candidate_seen,short_candidate_confidence,long_candidate_confidence,selected_route_class,case
meshecho-no-confidence,90,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,91,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,91,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,92,751.0,24,24,0,0.958333,0.958333,0.0,2.034632,1.29428,2.034632,0.740352,1.480704,23,23,0,149,71,78,69,36.770816,36.770816,0.048962,14.561243,7.49904,22.060283,0.959143,1.598731,1.29428,297,1,298,0.996644,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.52349,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,92,751.0,24,24,0,0.958333,0.958333,0.0,2.034632,1.29428,2.034632,0.740352,1.480704,23,23,0,149,71,78,69,36.770816,36.770816,0.048962,14.561243,7.49904,22.060283,0.959143,1.598731,1.29428,297,1,298,0.996644,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.52349,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,93,751.0,24,24,0,0.958333,1.0,0.0,2.034632,1.2712,2.034632,0.740352,1.480704,24,23,0,152,72,80,71,37.511168,37.511168,0.049948,14.854423,7.650028,22.50445,0.978454,1.63092,1.2712,303,1,304,0.996711,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.526316,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,93,751.0,24,24,0,0.958333,1.0,0.0,2.034632,1.2712,2.034632,0.740352,1.480704,24,23,0,152,72,80,71,37.511168,37.511168,0.049948,14.854423,7.650028,22.50445,0.978454,1.63092,1.2712,303,1,304,0.996711,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.526316,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,94,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,94,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,95,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,95,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,96,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,96,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,97,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,97,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,98,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,98,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,99,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,99,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,100,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-no-confidence,100,751.0,24,24,0,1.0,1.0,0.0,2.011552,1.2712,2.011552,0.740352,1.480704,24,24,0,153,72,81,72,37.757952,37.757952,0.050277,14.952149,7.700357,22.652506,0.943854,1.573248,1.2712,306,0,306,1.0,0,0.0,0,0,6,3,23,1,0,0,0.856704,0.529412,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,5.0,1-2,1,0.883327,0.883327,2,1,1,0.883327,0.83,short,short-weak-5db
meshecho-confidence,1,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,1,751.0,24,24,0,0.791667,0.916667,0.0,2.151249,1.319459,2.151249,0.740352,2.754739,22,19,0,142,70,72,63,35.043328,35.043328,0.046662,13.877158,7.146736,21.023894,1.106521,1.844386,1.319459,274,10,284,0.964789,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.507042,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,2,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,2,751.0,24,24,0,0.833333,0.916667,0.0,2.117722,1.319459,2.117722,0.740352,2.117722,22,20,0,143,70,73,64,35.290112,35.290112,0.046991,13.974884,7.197065,21.17195,1.058597,1.764506,1.319459,277,9,286,0.968531,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.51049,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,3,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,3,751.0,24,24,0,0.875,0.916667,0.0,2.087387,1.319459,2.087387,0.740352,1.480704,22,21,0,144,70,74,65,35.536896,35.536896,0.047319,14.072611,7.247395,21.320005,1.015238,1.692233,1.319459,278,10,288,0.965278,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.513889,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,4,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,403,1,404,0.997525,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,4,751.0,24,24,0,0.833333,0.958333,0.0,2.117722,1.29428,2.117722,0.740352,2.117722,23,20,0,146,71,75,66,36.030464,36.030464,0.047977,14.268064,7.348053,21.616117,1.080806,1.801523,1.29428,279,13,292,0.955479,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.513699,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,5,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,201,96,105,96,49.603584,49.603584,0.06605,19.643019,10.116155,29.759174,1.239966,2.066816,1.528267,401,1,402,0.997512,0,0.0,0,0,5,4,23,1,0,0,0.803396,0.522388,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,1,0,1,0.0,0.83,long,short-weak-7.5db
meshecho-no-confidence,5,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,201,96,105,96,49.603584,49.603584,0.06605,19.643019,10.116155,29.759174,1.239966,2.066816,1.528267,401,1,402,0.997512,0,0.0,0,0,5,4,23,1,0,0,0.803396,0.522388,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,1,0,1,0.0,0.83,long,short-weak-7.5db
meshecho-confidence,6,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,6,751.0,24,24,0,0.625,0.791667,0.0,2.330061,1.410897,2.330061,2.014387,5.30281,19,15,0,129,67,62,53,31.835136,31.835136,0.04239,12.606714,6.492458,19.099171,1.273278,2.122342,1.410897,245,13,258,0.949612,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.48062,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,7,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,7,751.0,24,24,0,0.791667,0.833333,0.0,2.151249,1.37737,2.151249,1.37737,2.754739,20,19,0,136,68,68,59,33.562624,33.562624,0.044691,13.290799,6.844762,20.135561,1.059766,1.766454,1.37737,264,8,272,0.970588,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.5,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,8,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,403,1,404,0.997525,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,8,751.0,24,24,0,0.833333,0.958333,0.0,2.117722,1.29428,2.117722,0.740352,2.117722,23,20,0,146,71,75,66,36.030464,36.030464,0.047977,14.268064,7.348053,21.616117,1.080806,1.801523,1.29428,285,7,292,0.976027,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.513699,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,9,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,9,751.0,24,24,0,0.791667,0.875,0.0,2.151249,1.347035,2.151249,0.740352,2.754739,21,19,0,139,69,70,61,34.302976,34.302976,0.045676,13.583978,6.995749,20.579727,1.083144,1.80542,1.347035,270,8,278,0.971223,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.503597,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,10,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,10,751.0,24,24,0,0.708333,0.958333,0.0,2.230136,1.29428,2.230136,0.740352,4.028774,23,17,0,143,71,72,63,35.290112,35.290112,0.046991,13.974884,7.197065,21.17195,1.245409,2.075889,1.29428,274,12,286,0.958042,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.503497,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,11,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,11,751.0,24,24,0,0.875,0.958333,0.0,2.087387,1.29428,2.087387,0.740352,1.480704,23,21,0,147,71,76,67,36.277248,36.277248,0.048305,14.36579,7.398382,21.764172,1.036389,1.727488,1.29428,289,5,294,0.982993,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.517007,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,12,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,12,751.0,24,24,0,0.791667,0.833333,0.0,2.151249,1.37737,2.151249,1.37737,2.754739,20,19,0,136,68,68,59,33.562624,33.562624,0.044691,13.290799,6.844762,20.135561,1.059766,1.766454,1.37737,264,8,272,0.970588,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.5,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,13,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,13,751.0,24,24,0,0.791667,0.958333,0.0,2.151249,1.29428,2.151249,0.740352,2.754739,23,19,0,145,71,74,65,35.78368,35.78368,0.047648,14.170337,7.297724,21.468061,1.129898,1.883352,1.29428,283,7,290,0.975862,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.510345,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,14,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,201,96,105,96,49.603584,49.603584,0.06605,19.643019,10.116155,29.759174,1.239966,2.066816,1.528267,401,1,402,0.997512,0,0.0,0,0,5,4,23,1,0,0,0.803396,0.522388,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,1,0,1,0.0,0.83,long,short-weak-7.5db
meshecho-no-confidence,14,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,201,96,105,96,49.603584,49.603584,0.06605,19.643019,10.116155,29.759174,1.239966,2.066816,1.528267,401,1,402,0.997512,0,0.0,0,0,5,4,23,1,0,0,0.803396,0.522388,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,1,0,1,0.0,0.83,long,short-weak-7.5db
meshecho-confidence,15,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,15,751.0,24,24,0,0.791667,0.916667,0.0,2.151249,1.319459,2.151249,0.740352,2.754739,22,19,0,142,70,72,63,35.043328,35.043328,0.046662,13.877158,7.146736,21.023894,1.106521,1.844386,1.319459,276,8,284,0.971831,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.507042,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,16,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,16,751.0,24,24,0,0.666667,0.958333,0.0,2.276976,1.29428,2.276976,0.740352,4.665792,23,16,0,142,71,71,62,35.043328,35.043328,0.046662,13.877158,7.146736,21.023894,1.313993,2.190208,1.29428,269,15,284,0.947183,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.5,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,17,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
meshecho-no-confidence,17,751.0,24,24,0,0.833333,0.916667,0.0,2.117722,1.319459,2.117722,0.740352,2.117722,22,20,0,143,70,73,64,35.290112,35.290112,0.046991,13.974884,7.197065,21.17195,1.058597,1.764506,1.319459,279,7,286,0.975524,0,0.0,0,0,6,3,23,1,0,0,0.698223,0.51049,0,0,0.0,0,24,0,0,0-1-2-5,0-1-2-5,7.5,1-2,1,0.724846,0.724846,2,1,1,0.724846,0.83,short,short-weak-7.5db
meshecho-confidence,18,751.0,24,24,0,1.0,1.0,0.0,2.515403,1.528267,2.515403,0.987136,1.974272,24,24,0,202,96,106,96,49.850368,49.850368,0.066379,19.740746,10.166484,29.90723,1.246135,2.077099,1.528267,404,0,404,1.0,0,0.0,0,0,6,4,23,1,0,0,0.803396,0.524752,0,0,0.0,0,24,0,0,0-3-4-6-5,0-3-4-6-5,7.5,1-2,1,0.83,0.83,2,1,1,0.724846,0.83,long,short-weak-7.5db
